country,Revenue , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit
Portugal,"1,71,884","1,46,703",13-10-2019,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,58-9821508,"25,181"
Denmark,"26,746","22,600",10-11-2019,Appliances,Larkin-Collier,Modestia Byfford,Case Desorts,PC,49-1493117,"4,146"
Portugal,"77,088","65,895",17-05-2020,Other,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,51-5334556,"11,193"
France,"87,404","69,364",26-12-2019,Electronics,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,79-3154360,"18,040"
France,"47,680","40,576",08-07-2019,Clothing,Dibbert Inc,Othello Bowes,Crysta Halls,PC,11-6024248,"7,104"
Finland,"27,825","23,518",06-09-2019,Games,McClure Inc,Hube Corey,Wat Bowkley,PC,61-4610981,"4,307"
Portugal,"1,06,516","86,928",21-03-2019,Clothing,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Smitty Culverhouse,PC,12-4509008,"19,588"
France,"1,41,948","1,12,948",25-04-2020,Books,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,46-5576111,"29,000"
Ireland,"2,26,021","1,80,455",18-07-2019,Accessories,"Schowalter, Lesch and Beahan",Glenine Suttaby,Palm Wetherald,PC,44-6718687,"45,566"
Italy,"44,233","38,881",20-02-2020,Books,Johns and Sons,Piggy Roscrigg,Joshua Prevost,Tablet,67-7432229,"5,352"
Ireland,"1,35,345","1,17,493",17-01-2019,Games,Tillman and Sons,Glenine Suttaby,Palm Wetherald,PC,17-4401585,"17,852"
France,"2,71,412","2,31,514",09-12-2019,Clothing,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Tablet,56-9241023,"39,898"
Portugal,"1,25,254","1,08,269",17-02-2020,Smartphones,"Murray, Reichel and Nolan",Celine Tumasian,Corene Shirer,PC,90-2194359,"16,984"
Sweden,"15,101","12,114",20-02-2019,Games,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,89-2424262,"2,987"
France,"1,57,933","1,34,148",31-01-2020,Games,"Schowalter, Lesch and Beahan",Othello Bowes,Amelina Piscopiello,PC,30-2982340,"23,785"
Portugal,"64,193","52,837",12-04-2020,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,10-4704941,"11,356"
Sweden,"1,56,453","1,28,495",04-10-2020,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,48-3484986,"27,958"
Finland,"53,616","45,590",03-01-2020,Appliances,Kihn Inc,Hube Corey,Wat Bowkley,PC,84-4478396,"8,026"
Finland,"1,63,968","1,38,209",30-05-2019,Appliances,Friesen-Rath,Hube Corey,Wat Bowkley,Tablet,28-0849652,"25,759"
Sweden,"1,71,749","1,36,574",20-11-2020,Games,Walter LLC,Maxie Marrow,Madelon Bront,PC,74-0214938,"35,174"
France,"26,104","22,340",31-08-2020,Appliances,"Fisher, Morar and Skiles",Othello Bowes,Ora Grennan,Tablet,89-0187996,"3,764"
Portugal,"1,40,337","1,15,708",04-09-2020,Appliances,Hegmann Group,Celine Tumasian,Corene Shirer,PC,65-8218141,"24,629"
Sweden,"33,617","26,615",07-04-2020,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,49-8489293,"7,002"
Portugal,"1,87,874","1,60,031",26-06-2019,Accessories,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,91-8142232,"27,843"
Finland,"41,675","33,765",25-06-2019,Beauty,"Hamill, Kulas and Roob",Hube Corey,Wat Bowkley,PC,75-5380350,"7,910"
Portugal,"34,930","28,017",01-11-2019,Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,PC,35-4551515,"6,913"
Finland,"1,27,995","1,05,801",01-09-2020,Books,Hegmann Group,Hube Corey,Mellicent Mattys,PC,73-2763209,"22,194"
Portugal,"1,62,638","1,30,403",27-09-2019,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,56-0800364,"32,235"
Portugal,"40,728","35,670",22-09-2019,Beauty,Romaguera-Haley,Celine Tumasian,Hortense Gerring,Mobile,42-7027181,"5,058"
Finland,"2,93,767","2,54,079",05-06-2020,Games,West-Cummings,Hube Corey,Wat Bowkley,PC,29-0601002,"39,688"
Sweden,"57,913","48,694",11-09-2019,Games,"Murray, Reichel and Nolan",Maxie Marrow,Alyosha Meah,PC,90-2797129,"9,220"
UK,"63,979","56,033",22-10-2019,Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,PC,27-3437546,"7,946"
France,"1,02,256","83,379",12-11-2020,Smartphones,Rath-Schroeder,Othello Bowes,Avrit Chanders,PC,78-3726363,"18,876"
Finland,"1,07,272","86,665",23-08-2020,Games,Johns and Sons,Hube Corey,Wat Bowkley,PC,78-8990131,"20,607"
Austria,"51,091","40,740",12-03-2020,Electronics,Smith Group,Orsa Geekin,Bank Coumbe,PC,85-2223377,"10,351"
Sweden,"1,02,300","81,707",22-08-2019,Beauty,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,PC,73-9246627,"20,593"
France,"1,44,205","1,15,263",08-11-2020,Books,McClure Inc,Othello Bowes,Amelina Piscopiello,PC,56-7910696,"28,942"
France,"36,184","30,579",09-08-2020,Books,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Avrit Chanders,Mobile,91-4296427,"5,605"
UK,"47,772","39,235",29-05-2019,Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,70-8181545,"8,537"
Spain,"44,038","36,252",24-01-2020,Electronics,Corwin and Sons,Emalia Dinse,Manuel Goudie,PC,94-0775004,"7,786"
Sweden,"1,16,469","95,190",31-01-2020,Outdoors,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,PC,89-3466746,"21,279"
UK,"2,27,857","1,99,010",20-07-2020,Electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,PC,11-5257937,"28,847"
Sweden,"67,162","55,765",20-09-2019,Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,PC,22-7587128,"11,397"
Ireland,"1,68,178","1,42,665",29-04-2020,Clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,PC,36-7597839,"25,513"
Sweden,"42,612","35,756",12-03-2020,Clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654,"6,856"
Sweden,"1,66,508","1,43,896",27-08-2020,Accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,PC,49-1743669,"22,612"
Spain,"1,31,410","1,15,325",15-11-2020,Electronics,McClure Inc,Emalia Dinse,Bertha Walbrook,PC,48-7252604,"16,085"
Portugal,"1,33,072","1,08,600",28-10-2020,Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,07-1769568,"24,472"
Finland,"1,80,250","1,47,354",03-06-2019,Electronics,"Hartmann, Hane and Pfannerstill",Hube Corey,Mellicent Mattys,PC,57-5645459,"32,896"
Portugal,"48,091","42,041",19-03-2020,Books,Kihn Inc,Celine Tumasian,Corene Shirer,PC,13-0740797,"6,050"
Sweden,"1,68,530","1,36,981",16-05-2020,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,PC,34-9966345,"31,549"
Sweden,"36,785","30,547",31-08-2019,Appliances,Johns and Sons,Maxie Marrow,Anita Woakes,PC,91-6738094,"6,239"
Ireland,"1,26,409","1,04,692",04-10-2020,Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,PC,32-9007470,"21,717"
Portugal,"49,991","42,927",04-01-2020,Electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,PC,68-6382353,"7,064"
Sweden,"36,644","30,492",20-11-2020,Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,PC,88-5406813,"6,153"
Sweden,"1,15,227","94,336",15-05-2019,Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,42-2765593,"20,891"
Finland,"1,54,079","1,31,337",05-09-2020,Books,"Lueilwitz, Kerluke and Lesch",Hube Corey,Wat Bowkley,PC,76-0724533,"22,742"
Bulgaria,"80,328","65,837",23-09-2020,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,45-3965395,"14,491"
Portugal,"99,832","84,129",15-05-2019,Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,46-6126203,"15,704"
Finland,"1,33,057","1,13,351",03-05-2020,Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC,27-7554919,"19,706"
Ireland,"80,719","64,422",09-02-2019,Appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,59-1230573,"16,297"
France,"1,24,535","1,07,013",18-07-2020,Books,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC,45-2229786,"17,522"
Sweden,"67,612","56,192",30-10-2019,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,PC,62-7218897,"11,420"
France,"1,32,760","1,05,040",07-01-2020,Beauty,"Swaniawski, Runolfsson and Green",Othello Bowes,Crysta Halls,PC,55-4161787,"27,720"
France,"1,77,803","1,55,080",18-07-2019,Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,56-2537757,"22,723"
Bulgaria,"98,963","80,368",12-10-2020,Accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,PC,20-0021649,"18,595"
Bulgaria,"1,26,583","1,03,684",17-02-2020,Beauty,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,PC,93-2627296,"22,899"
Portugal,"1,41,965","1,19,194",18-09-2019,Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,PC,56-2408571,"22,771"
Ireland,"1,67,302","1,47,075",06-05-2019,Outdoors,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Bunnie Tonbridge,PC,80-3206606,"20,227"
France,"1,33,986","1,16,742",15-01-2019,Clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC,48-3190394,"17,244"
France,"91,540","74,916",09-09-2019,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,PC,38-6130023,"16,624"
UK,"1,46,055","1,17,823",07-10-2019,Clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet,38-2969743,"28,232"
Sweden,"1,13,586","91,641",19-02-2019,Outdoors,Labadie and Sons,Maxie Marrow,Tarrah Castelletti,Mobile,48-8166416,"21,945"
Ireland,"1,35,662","1,16,765",02-05-2020,Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,PC,33-4102367,"18,898"
Portugal,"1,13,781","91,105",08-10-2019,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,44-5240815,"22,677"
France,"1,11,463","94,130",03-09-2020,Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet,70-9378988,"17,332"
UK,"34,749","27,476",27-09-2020,Smartphones,Wiza and Sons,Jessamine Apark,Genevra Charrisson,Tablet,84-9385946,"7,273"
UK,"1,37,306","1,08,733",04-09-2020,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,00-1210718,"28,573"
Portugal,"1,48,212","1,23,031",10-09-2019,Clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,PC,92-7917751,"25,181"
Portugal,"1,59,058","1,39,923",24-10-2020,Smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,91-3344544,"19,135"
Sweden,"1,46,226","1,17,917",18-10-2020,Smartphones,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,28-1840061,"28,309"
Portugal,"2,01,537","1,66,127",10-06-2020,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,PC,20-7532198,"35,410"
Portugal,"2,42,192","2,13,105",02-07-2019,Accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,PC,96-7618409,"29,087"
Luxembourg,"1,72,398","1,39,987",27-01-2019,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,47-8186791,"32,411"
Belgium,"1,52,371","1,28,479",20-11-2019,Games,"Swaniawski, Runolfsson and Green",Lambert Norheny,Collin Mackness,PC,61-8262308,"23,892"
Portugal,"1,37,419","1,17,658",15-05-2020,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268,"19,761"
France,"67,594","54,920",26-09-2019,Other,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,PC,70-1769929,"12,674"
Luxembourg,"72,002","56,997",17-01-2019,Appliances,McGlynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,PC,65-0414599,"15,005"
France,"1,59,926","1,26,454",12-09-2020,Beauty,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,44-0517932,"33,473"
France,"65,194","53,113",04-10-2019,Beauty,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,74-1131921,"12,080"
Portugal,"1,05,374","89,779",18-02-2020,Electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,PC,74-8625042,"15,595"
UK,"83,097","68,148",22-03-2019,Clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,Tablet,36-0185776,"14,949"
Sweden,"1,39,682","1,13,212",18-01-2020,Games,Tromp LLC,Maxie Marrow,Anita Woakes,PC,98-4157323,"26,470"
France,"81,095","64,317",08-09-2020,Games,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,36-8783637,"16,779"
Bulgaria,"91,109","74,089",24-06-2020,Appliances,Stehr LLC,Charil Alpe,Shermy McGready,PC,34-0286364,"17,019"
Luxembourg,"47,182","40,577",21-02-2020,Smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,PC,82-0533747,"6,606"
Finland,"1,61,985","1,38,238",08-06-2020,Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,PC,59-9184649,"23,747"
Sweden,"1,16,548","92,120",05-05-2020,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,PC,03-3136289,"24,429"
Portugal,"1,38,765","1,11,414",10-05-2020,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,79-6676714,"27,351"
France,"1,48,405","1,28,846",27-10-2019,Electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,82-1082124,"19,560"
Netherlands,"1,38,250","1,20,277",09-08-2019,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,79-1331359,"17,972"
Portugal,"1,15,719","1,00,641",24-04-2019,Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC,84-7042200,"15,078"
Portugal,"1,94,327","1,69,006",07-07-2019,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,42-5303223,"25,321"
France,"38,649","32,368",04-12-2020,Beauty,"Leffler, Prohaska and Streich",Othello Bowes,Crysta Halls,Tablet,04-6732680,"6,280"
Sweden,"58,010","46,089",11-09-2019,Appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,PC,84-9167618,"11,921"
France,"82,698","69,549",12-08-2020,Games,Kihn Inc,Othello Bowes,Avrit Chanders,PC,47-5319780,"13,149"
Sweden,"68,087","58,759",26-11-2019,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,PC,20-1013432,"9,328"
Bulgaria,"1,11,106","93,196",11-11-2020,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,87-5540520,"17,910"
Portugal,"2,27,830","1,82,173",10-06-2020,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,PC,59-3526945,"45,657"
France,"87,356","74,584",03-02-2019,Smartphones,Smith Group,Othello Bowes,Crysta Halls,PC,33-4706706,"12,771"
France,"1,64,268","1,39,069",08-10-2020,Appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,PC,51-9052860,"25,199"
UK,"92,180","74,795",25-07-2020,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Tablet,99-9021526,"17,385"
Sweden,"1,24,094","1,05,232",15-10-2019,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,87-0122224,"18,862"
UK,"66,392","52,635",04-12-2019,Clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,Mobile,88-1711226,"13,756"
France,"1,97,471","1,62,578",28-06-2019,Appliances,Johns and Sons,Othello Bowes,Crysta Halls,PC,59-5711012,"34,893"
UK,"1,22,627","1,00,285",12-05-2019,Clothing,Wiza and Sons,Jessamine Apark,Winny Agnolo,PC,65-0792739,"22,343"
UK,"1,59,053","1,27,926",01-06-2019,Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,PC,75-7245546,"31,127"
Portugal,"85,516","67,959",13-10-2019,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,PC,05-0243828,"17,556"
Portugal,"42,847","34,758",22-10-2020,Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,PC,14-9919657,"8,090"
France,"1,25,500","1,00,977",08-04-2019,Beauty,"Spencer, Rogahn and Muller",Othello Bowes,Ora Grennan,PC,47-9191500,"24,523"
Finland,"2,22,379","1,92,870",10-07-2019,Beauty,Labadie and Sons,Hube Corey,Mellicent Mattys,Mobile,51-3543971,"29,510"
Portugal,"85,390","74,400",25-01-2019,Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,PC,14-4225824,"10,990"
Portugal,"97,515","80,791",12-02-2020,Appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,PC,88-1349718,"16,724"
UK,"87,322","69,255",17-01-2019,Electronics,Tillman and Sons,Jessamine Apark,Winny Agnolo,Mobile,62-5120016,"18,067"
Sweden,"2,05,060","1,73,029",23-06-2020,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,PC,19-4538571,"32,030"
Portugal,"1,05,834","85,312",20-03-2019,Smartphones,McGlynn-Prosacco,Celine Tumasian,Corene Shirer,PC,01-1212783,"20,521"
France,"40,043","35,110",07-09-2020,Appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,PC,58-8728288,"4,933"
Portugal,"57,859","47,757",08-12-2019,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile,95-2190016,"10,102"
France,"1,32,235","1,14,132",01-06-2020,Books,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,95-4388709,"18,103"
UK,"33,725","26,771",30-01-2020,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile,57-8678621,"6,954"
Ireland,"36,071","29,340",17-05-2019,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile,22-4278602,"6,731"
Sweden,"39,457","32,793",20-10-2020,Beauty,Morissette Group,Maxie Marrow,Anita Woakes,PC,98-3280428,"6,664"
Italy,"38,537","32,001",28-05-2020,Books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,Mobile,61-4366487,"6,536"
France,"1,73,830","1,49,824",23-09-2019,Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,55-2128150,"24,006"
Portugal,"37,521","29,702",18-01-2020,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,PC,60-0610487,"7,819"
Portugal,"1,19,409","1,02,656",25-06-2019,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,PC,02-9253490,"16,753"
Denmark,"2,48,262","2,06,728",22-12-2019,Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,PC,65-2343846,"41,534"
UK,"96,670","76,476",27-12-2020,Appliances,Johns and Sons,Jessamine Apark,Winny Agnolo,Mobile,20-0499139,"20,194"
France,"2,64,150","2,08,758",20-12-2020,Smartphones,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,32-3994860,"55,392"
Portugal,"2,16,863","1,75,355",24-07-2019,Beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,Tablet,72-7973717,"41,508"
France,"1,40,944","1,20,634",28-05-2020,Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet,77-0650807,"20,310"
Luxembourg,"82,526","68,447",01-03-2019,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,34-5150360,"14,079"
Portugal,"19,623","17,148",06-03-2020,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,PC,73-4726386,"2,474"
Sweden,"2,63,713","2,16,166",30-06-2020,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,PC,78-6165949,"47,547"
Portugal,"2,84,299","2,29,656",03-07-2020,Clothing,Stehr LLC,Celine Tumasian,Corene Shirer,PC,74-0191565,"54,642"
Sweden,"98,320","77,722",23-08-2020,Games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet,02-3364199,"20,598"
UK,"1,28,112","1,04,975",09-12-2020,Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,PC,39-8642490,"23,137"
France,"1,10,879","90,588",06-02-2020,Appliances,Konopelski LLC,Othello Bowes,Amelina Piscopiello,PC,50-8357453,"20,291"
Sweden,"66,226","52,438",05-09-2020,Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,PC,68-6900528,"13,788"
UK,"73,728","64,047",11-10-2020,Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,PC,92-5154775,"9,680"
Denmark,"22,165","17,938",14-03-2019,Books,Wyman Group,Modestia Byfford,Case Desorts,PC,60-7777080,"4,227"
France,"1,51,855","1,29,487",16-01-2019,Electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,PC,54-1473475,"22,368"
Finland,"1,06,116","93,064",15-02-2020,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,51-4531731,"13,052"
France,"89,369","72,889",02-01-2020,Smartphones,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,PC,20-6735303,"16,480"
Sweden,"1,06,077","84,766",10-10-2019,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile,97-5858605,"21,311"
Netherlands,"23,291","19,147",25-02-2019,Electronics,Konopelski LLC,Denice Amberg,Nero Harbisher,PC,02-2183787,"4,143"
France,"83,340","73,264",18-05-2020,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,65-5818172,"10,076"
Denmark,"39,287","31,709",15-03-2019,Games,Tillman and Sons,Modestia Byfford,Cobby Andersen,PC,03-8586261,"7,579"
Bulgaria,"1,24,612","1,07,777",19-09-2020,Electronics,Wiza and Sons,Charil Alpe,Shermy McGready,PC,86-0928074,"16,835"
France,"1,47,055","1,26,114",15-04-2019,Games,Friesen-Rath,Othello Bowes,Crysta Halls,PC,77-1100434,"20,941"
Ireland,"1,30,242","1,13,050",30-12-2020,Smartphones,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,70-7426559,"17,192"
France,"34,772","28,509",19-03-2020,Smartphones,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,45-5963143,"6,262"
Portugal,"2,01,573","1,66,117",05-12-2019,Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile,94-3590580,"35,457"
Sweden,"71,119","59,221",09-03-2019,Books,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,52-5981325,"11,898"
Portugal,"1,15,538","99,686",28-01-2020,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,PC,74-7472724,"15,852"
Portugal,"1,44,237","1,16,111",05-11-2020,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,03-3965480,"28,126"
UK,"91,561","78,267",25-03-2019,Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC,64-4188827,"13,295"
Sweden,"2,33,858","1,85,543",02-06-2020,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC,66-5572109,"48,315"
UK,"2,56,388","2,12,059",05-12-2019,Appliances,Tromp LLC,Jessamine Apark,Jay Morefield,Mobile,44-2994974,"44,330"
UK,"1,25,099","1,08,473",05-03-2020,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,30-7981953,"16,626"
UK,"1,21,246","1,04,005",30-05-2020,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,PC,82-9740062,"17,241"
Finland,"28,538","24,971",27-05-2019,Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,PC,28-7069317,"3,567"
France,"89,930","78,005",26-03-2020,Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,65-0441590,"11,925"
Sweden,"1,70,458","1,42,810",14-08-2020,Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,PC,60-1991659,"27,648"
UK,"1,66,381","1,46,049",23-06-2020,Smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,15-2948501,"20,332"
France,"1,16,329","93,365",27-09-2019,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Crysta Halls,PC,02-6830973,"22,963"
Germany,"2,30,766","1,95,435",18-07-2019,Beauty,Johns and Sons,Rickard Doogood,Casie MacBain,PC,70-0112393,"35,330"
Portugal,"1,52,442","1,22,259",06-10-2020,Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,04-6161825,"30,184"
Sweden,"3,25,332","2,64,593",23-12-2019,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile,57-4142025,"60,739"
UK,"56,768","47,385",22-04-2019,Games,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,84-9254695,"9,384"
Portugal,"1,47,895","1,20,416",01-07-2019,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile,17-1884075,"27,479"
Ireland,"57,107","48,233",13-02-2020,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811,"8,874"
France,"85,338","72,307",04-02-2020,Appliances,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Crysta Halls,Mobile,78-6287811,"13,031"
France,"1,62,199","1,30,879",22-06-2020,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,PC,75-1807214,"31,321"
Sweden,"1,28,209","1,11,747",31-07-2020,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,PC,72-1300449,"16,462"
Germany,"86,669","71,580",18-03-2020,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,PC,22-4332301,"15,089"
Ireland,"1,17,288","94,546",04-07-2019,Clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,42-2477150,"22,742"
France,"57,293","45,909",03-10-2019,Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,18-5234470,"11,384"
Portugal,"1,10,442","90,971",04-01-2020,Beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,Tablet,74-4541594,"19,471"
UK,"53,802","46,786",28-09-2019,Games,Johns and Sons,Jessamine Apark,Jay Morefield,PC,16-6855831,"7,016"
UK,"3,08,764","2,45,714",04-12-2020,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,46-5327740,"63,050"
Portugal,"87,409","70,548",29-11-2020,Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,06-4416964,"16,861"
Denmark,"31,936","27,708",17-09-2020,Books,"Hartmann, Hane and Pfannerstill",Modestia Byfford,Cobby Andersen,PC,46-6076582,"4,228"
Sweden,"45,464","36,907",29-08-2020,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,PC,38-1449694,"8,556"
Sweden,"1,12,909","93,941",25-04-2019,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,39-3557596,"18,969"
Portugal,"1,26,346","1,03,970",08-04-2019,Smartphones,Johns and Sons,Celine Tumasian,Corene Shirer,PC,26-9990483,"22,376"
